Rs,u2,Tmax,Tmin,RH,pr,ETo
21.9,0.6,32.8,23.8,78.8,0.1,4.5
21.1,0.7,32.9,23.8,78.7,2.5,4.4
20.9,1.1,32.5,24.7,78.0,0.5,4.5
20.9,0.7,31.7,24.0,78.6,3.8,4.3
22.8,0.4,32.2,23.7,77.4,0.3,4.5
22.0,1.9,32.0,24.1,77.4,4.7,4.8
20.4,1.6,32.7,24.1,80.7,8.8,4.5
18.4,0.6,32.4,23.9,82.3,24.9,3.8
23.4,1.8,32.3,24.0,77.2,0.0,5.0
23.3,1.5,32.6,24.5,75.4,0.6,5.0
22.2,0.2,33.2,23.6,77.1,1.5,4.4
17.6,0.6,32.4,24.8,77.9,0.0,3.8
21.4,1.2,32.9,24.1,78.4,0.4,4.6
21.6,1.4,32.5,22.9,75.6,0.0,4.7
21.4,0.9,32.9,23.8,76.2,0.4,4.5
21.5,1.3,32.9,24.3,78.8,0.1,4.6
22.0,1.5,32.6,24.0,77.7,0.4,4.8
22.7,0.8,33.1,24.0,77.6,0.6,4.7
22.8,0.8,33.5,24.1,76.4,0.8,4.8
23.0,1.6,33.5,24.3,76.0,0.1,5.1
21.3,1.8,33.1,25.4,75.8,0.3,4.9
20.9,1.5,32.6,24.7,78.4,0.6,4.6
22.8,1.2,33.3,24.3,75.6,2.5,4.9
22.5,1.2,33.8,24.4,75.5,0.5,4.9
23.4,2.0,33.0,23.4,75.1,0.1,5.2
24.5,2.0,33.0,24.2,72.9,0.0,5.5
24.2,1.9,33.3,24.3,72.6,0.0,5.4
24.2,1.5,32.8,24.0,73.0,0.5,5.2
24.2,1.5,33.2,24.9,72.8,0.3,5.4
22.5,2.0,33.2,23.9,75.0,1.6,5.1
23.3,1.9,32.9,24.5,74.1,0.5,5.2
24.3,2.1,32.9,24.8,72.5,0.8,5.5
24.4,2.0,32.9,24.1,71.1,0.4,5.5
24.6,1.6,33.1,24.0,72.2,0.3,5.4
23.8,1.8,32.8,23.8,72.1,0.0,5.3
20.4,2.2,32.6,24.3,73.6,0.0,4.9
22.9,2.1,32.8,23.8,72.0,0.7,5.3
24.3,1.6,33.2,22.8,72.2,0.2,5.3
24.2,1.9,34.1,24.0,73.1,0.0,5.5
23.6,2.2,33.2,25.7,73.6,0.0,5.5
22.0,2.3,33.2,25.6,74.9,0.4,5.2
22.4,2.2,32.8,23.7,76.6,1.1,5.1
22.6,1.7,32.2,24.0,75.6,16.5,5.0
23.9,2.2,32.2,24.0,73.9,0.0,5.4
23.0,1.8,33.3,23.9,76.8,0.0,5.1
23.8,1.8,32.5,23.7,75.8,7.9,5.2
25.4,2.3,32.5,24.3,73.8,0.0,5.7
24.0,2.0,32.9,23.4,72.4,0.0,5.4
20.5,1.9,33.3,23.0,77.7,0.0,4.7
22.2,1.7,32.2,24.5,75.3,14.1,4.9
21.9,1.8,31.8,23.8,74.5,0.0,4.9
23.3,2.0,32.8,23.8,75.3,0.0,5.3
22.4,2.1,32.8,24.5,74.6,0.0,5.2
24.7,1.7,33.2,24.1,73.4,0.0,5.5
24.1,1.7,33.3,24.5,75.5,0.0,5.4
18.0,1.1,32.6,24.2,78.4,0.4,4.1
23.7,1.2,33.2,23.0,76.1,1.5,5.1
21.8,1.5,33.3,24.7,77.2,4.9,4.9
24.3,1.5,32.4,24.3,75.4,0.5,5.3
24.1,2.0,33.1,24.7,73.7,0.2,5.5
25.4,1.9,33.2,23.6,72.8,0.0,5.7
24.7,2.0,33.8,23.9,74.8,0.0,5.6
22.2,2.3,32.7,24.9,75.2,0.0,5.2
23.5,2.3,32.8,25.0,74.6,0.3,5.5
24.6,2.2,32.7,24.5,71.6,0.0,5.7
25.1,2.2,32.9,23.7,72.1,0.1,5.7
23.7,1.9,33.2,23.5,72.2,0.0,5.4
24.0,1.7,32.8,24.4,73.8,0.0,5.4
24.7,1.9,33.6,23.9,72.0,0.0,5.7
24.5,2.3,33.6,24.3,71.8,0.0,5.8
22.6,2.3,32.7,24.7,71.4,0.0,5.4
24.6,2.2,33.0,23.7,70.2,0.0,5.7
24.9,2.0,33.2,23.5,71.6,0.0,5.7
24.3,1.8,33.5,24.0,70.8,0.0,5.6
24.9,1.8,33.4,24.6,72.2,0.0,5.7
24.8,1.7,33.8,24.9,73.4,0.3,5.6
22.5,1.4,33.3,24.8,72.8,0.0,5.1
21.3,2.1,33.1,24.7,73.5,0.3,5.1
18.1,2.6,31.5,27.5,71.6,0.0,4.9
25.1,2.3,33.0,23.1,71.5,0.0,5.8
22.5,2.0,33.1,23.4,74.8,0.0,5.2
25.3,1.7,33.7,23.8,73.6,0.0,5.6
24.8,1.3,35.0,23.6,72.5,0.0,5.6
24.5,1.4,33.7,24.1,73.0,2.0,5.4
25.1,1.1,35.9,24.8,73.4,3.2,5.6
23.8,1.3,34.1,25.4,70.4,0.0,5.4
20.9,2.2,33.6,25.0,70.8,0.0,5.3
24.4,1.8,34.1,24.6,70.0,0.3,5.7
22.0,1.8,33.7,24.8,71.3,0.0,5.2
18.4,1.6,32.9,24.4,75.0,2.6,4.4
24.4,2.3,33.9,26.1,70.7,0.0,5.9
25.3,2.1,33.6,25.7,68.9,0.0,6.0
23.4,1.6,33.5,24.4,71.8,0.0,5.3
20.1,1.6,33.0,24.2,75.6,0.1,4.7
22.1,1.8,33.7,26.5,73.1,0.1,5.3
24.2,2.1,34.4,24.2,69.6,0.0,5.8
25.4,2.1,34.9,24.5,71.0,0.0,6.0
25.0,2.0,34.9,25.0,70.3,0.0,6.0
19.3,1.8,33.9,26.5,73.0,0.0,4.9
19.8,1.6,33.5,25.2,74.2,0.0,4.7
20.1,1.9,33.3,25.2,74.5,0.6,4.9
17.7,1.8,33.4,26.1,75.8,0.0,4.4
23.9,2.0,32.7,25.1,71.8,0.1,5.5
24.8,1.6,33.4,23.9,70.9,0.0,5.5
19.7,2.2,33.5,24.8,71.1,0.0,5.0
19.7,1.9,33.5,24.6,72.1,0.0,4.9
20.6,2.2,32.8,25.5,74.2,0.1,5.0
20.7,2.2,33.0,25.8,71.8,0.0,5.1
24.2,2.0,33.2,24.5,71.9,0.0,5.6
22.2,2.0,32.8,24.0,72.7,0.0,5.2
23.1,2.5,33.2,25.2,70.9,0.0,5.6
22.3,2.2,32.8,24.2,73.8,0.0,5.2
23.1,1.9,34.0,24.4,74.7,0.0,5.3
19.7,2.1,32.8,25.8,74.4,0.8,4.8
21.4,2.4,33.3,24.8,73.4,2.1,5.2
24.3,2.1,34.0,24.5,72.9,0.0,5.7
22.8,2.3,33.2,25.0,71.8,0.0,5.5
23.9,2.3,33.3,24.6,69.8,0.0,5.7
21.8,2.5,33.2,24.4,72.0,0.0,5.3
21.3,2.5,32.7,24.9,71.1,0.0,5.3
24.5,2.2,33.8,24.4,70.4,0.0,5.8
17.5,1.6,31.3,24.8,76.8,0.0,4.1
19.2,1.8,33.2,24.7,74.9,0.0,4.6
22.9,2.3,33.7,25.2,71.7,3.1,5.5
22.8,2.3,33.1,25.2,73.4,0.0,5.4
23.2,2.2,33.5,25.2,71.7,0.0,5.5
24.5,1.8,33.7,23.8,72.8,0.0,5.5
23.0,2.1,33.5,25.2,72.6,5.3,5.4
22.2,2.0,33.7,24.9,70.1,0.0,5.4
19.5,2.5,33.5,24.9,73.8,2.0,5.0
21.8,2.5,32.6,27.2,72.8,3.7,5.4
22.0,2.2,33.2,25.6,73.7,0.6,5.3
21.9,2.5,33.1,25.2,73.2,0.4,5.3
21.7,2.2,32.5,24.3,73.3,0.0,5.1
18.8,2.4,32.7,25.8,72.0,0.0,4.8
22.1,2.2,33.1,24.8,70.9,0.0,5.3
22.0,2.2,33.2,24.8,72.8,0.0,5.2
22.5,2.3,33.8,24.5,72.9,0.0,5.4
22.7,2.4,34.0,24.8,72.4,0.0,5.5
20.6,2.1,33.4,25.3,71.9,0.0,5.1
14.5,1.8,31.7,24.9,74.1,0.9,3.8
22.2,1.6,33.8,24.3,71.2,0.1,5.1
23.0,2.2,33.5,24.1,70.0,0.0,5.5
19.9,1.9,32.8,24.2,71.4,0.0,4.8
23.1,2.0,34.0,23.5,71.5,0.0,5.4
23.4,1.8,34.0,25.0,71.8,4.2,5.4
22.4,2.0,34.4,24.6,71.2,3.1,5.4
23.5,2.1,34.0,24.8,73.1,1.3,5.5
20.5,2.1,33.7,24.7,73.4,0.9,5.0
22.6,2.2,33.8,24.7,73.3,0.9,5.4
23.1,1.8,33.8,24.6,72.4,1.0,5.3
23.3,1.9,33.2,24.6,73.8,1.2,5.3
16.0,1.2,33.1,24.9,77.9,0.5,3.8
9.1,1.2,29.4,23.5,85.6,12.3,2.3
19.6,1.5,32.4,23.0,80.2,18.0,4.3
14.8,1.6,32.9,24.4,81.8,3.4,3.6
11.5,1.4,30.1,23.5,84.4,14.8,2.8
7.7,1.0,27.5,23.2,89.1,51.0,1.9
16.2,1.0,31.4,22.9,82.3,22.5,3.5
17.4,1.3,32.1,23.5,80.3,4.0,3.9
20.5,1.5,31.7,23.2,79.1,8.4,4.4
14.7,1.0,32.9,24.6,83.5,11.9,3.4
7.0,0.7,26.3,22.9,88.3,52.2,1.7
20.0,1.4,31.2,23.0,83.5,2.1,4.2
14.8,1.0,30.8,24.3,83.8,23.4,3.3
19.5,1.5,31.7,24.6,80.2,3.5,4.3
16.2,1.8,32.3,25.4,79.8,10.2,3.9
20.6,2.1,32.3,24.8,80.8,6.0,4.6
14.6,1.5,29.8,24.0,85.2,13.9,3.2
14.4,0.8,30.7,23.7,83.4,9.7,3.1
15.7,0.8,31.6,24.1,83.6,12.6,3.4
11.0,0.8,30.6,24.1,88.6,11.6,2.5
10.9,1.0,27.8,23.4,88.4,20.3,2.4
17.8,1.4,31.6,24.0,83.2,6.8,3.9
20.5,1.6,31.4,24.3,80.1,13.5,4.4
21.1,1.8,32.2,24.7,79.0,1.3,4.7
19.9,1.6,32.2,25.0,81.0,5.0,4.4
11.3,1.2,30.9,24.5,83.8,17.5,2.8
10.6,0.8,30.2,24.2,86.2,3.7,2.5
18.3,1.1,31.7,24.0,83.5,14.0,3.9
18.4,0.9,31.1,23.5,84.8,6.6,3.8
14.3,1.1,31.0,23.4,88.6,13.9,3.1
20.4,1.0,31.7,23.5,83.4,9.6,4.3
13.1,0.6,32.3,23.2,86.3,4.4,2.9
11.8,1.1,29.1,24.4,83.9,10.9,2.7
10.2,0.6,28.1,23.4,85.9,13.5,2.3
18.4,1.0,31.1,22.4,83.4,2.3,3.8
7.9,0.7,28.9,22.7,91.2,2.9,1.9
21.3,0.9,31.0,22.0,82.4,9.9,4.3
22.1,1.2,31.9,24.0,78.9,0.7,4.7
19.9,1.0,32.0,24.2,82.0,1.5,4.2
19.7,1.3,31.2,23.0,81.3,2.9,4.2
16.8,1.2,31.2,24.4,83.0,3.3,3.7
9.1,0.7,27.8,23.8,89.5,5.2,2.1
7.9,0.6,26.2,23.2,88.9,12.4,1.8
15.3,0.8,30.5,23.0,84.0,6.1,3.3
20.6,1.1,31.3,23.3,84.0,11.9,4.3
13.0,0.7,29.5,23.8,83.2,1.3,2.9
12.8,1.2,28.7,24.1,85.1,13.9,2.9
15.7,1.2,30.5,24.1,84.1,16.5,3.4
9.8,0.9,28.5,23.6,86.8,8.0,2.3
11.1,0.9,27.8,22.7,87.3,16.7,2.5
13.1,0.6,30.4,23.4,86.7,25.3,2.9
11.1,0.8,28.9,24.1,88.3,6.8,2.5
20.5,0.8,31.8,24.1,82.2,11.4,4.3
17.2,1.5,30.8,24.2,81.4,15.0,3.8
14.6,1.6,30.9,24.5,80.9,12.9,3.5
15.6,1.5,31.4,24.0,82.4,14.7,3.6
10.1,1.3,28.7,23.2,87.2,39.3,2.4
10.3,1.1,29.8,22.9,88.4,36.5,2.4
10.4,0.7,28.1,22.0,87.6,11.9,2.3
10.9,1.2,29.0,23.2,88.6,8.4,2.5
15.9,1.2,31.5,23.2,84.2,18.5,3.5
12.0,0.5,29.6,23.7,89.3,12.6,2.6
17.8,1.6,29.9,24.0,85.2,1.3,3.8
20.8,0.9,31.8,23.8,85.1,1.5,4.4
12.4,1.1,29.8,23.5,87.2,22.7,2.8
11.5,0.8,28.8,22.3,88.9,41.0,2.5
12.1,0.6,27.8,23.4,89.4,19.4,2.6
13.1,0.6,30.0,24.0,83.6,18.0,2.9
14.1,0.8,29.5,23.4,88.8,9.9,3.0
14.0,0.7,29.2,23.7,85.3,5.3,3.0
13.1,0.6,28.9,23.2,85.0,9.0,2.8
18.9,1.3,31.7,24.0,81.3,3.2,4.2
17.8,1.1,31.1,24.2,84.8,3.7,3.8
12.6,1.0,29.3,23.2,86.9,9.8,2.8
14.3,0.7,30.1,23.6,87.2,6.8,3.1
18.5,0.8,31.4,23.4,85.2,7.4,3.9
9.2,0.7,28.7,23.3,88.6,18.8,2.1
9.9,0.7,27.3,23.0,87.4,18.4,2.2
17.0,0.8,31.0,23.0,89.1,9.7,3.6
14.1,0.9,29.7,24.1,83.4,16.7,3.1
18.0,0.8,31.0,24.2,83.0,12.4,3.8
17.1,1.2,30.4,23.9,82.9,10.5,3.7
15.4,1.4,31.3,24.1,85.9,3.1,3.5
17.9,1.0,31.2,24.4,86.2,5.4,3.8
7.6,0.7,26.3,23.3,89.2,13.3,1.8
11.6,0.5,28.5,23.2,89.0,15.6,2.5
8.3,0.7,26.2,23.5,92.6,29.7,1.9
7.2,0.4,27.0,22.7,90.2,8.4,1.7
13.9,1.0,30.7,23.2,87.3,17.3,3.1
19.2,1.1,30.8,24.2,83.5,3.7,4.1
16.4,0.8,31.7,24.2,85.8,3.0,3.6
14.3,0.8,30.6,24.5,87.6,1.4,3.1
8.8,0.9,26.4,23.3,90.9,29.5,2.0
15.4,0.7,31.2,23.2,88.5,7.3,3.3
15.9,0.8,30.2,23.2,82.4,58.3,3.4
17.1,1.3,30.5,23.8,83.3,3.7,3.7
9.9,0.7,28.1,23.1,87.8,5.8,2.3
8.8,0.7,27.1,23.5,91.4,51.8,2.0
10.4,0.6,28.4,22.4,89.9,14.9,2.3
22.3,1.0,31.1,22.1,84.3,8.8,4.5
17.8,1.0,30.6,23.9,84.4,20.9,3.8
14.3,0.7,31.2,24.2,85.4,31.7,3.2
12.9,1.1,29.3,23.9,88.0,10.8,2.8
17.1,0.9,31.3,23.7,85.2,5.9,3.7
12.9,1.1,30.7,24.5,86.4,1.7,3.0
15.5,0.6,31.5,23.7,86.2,18.2,3.3
20.5,0.9,31.6,24.0,82.4,10.6,4.3
17.2,1.3,30.5,24.3,82.7,19.5,3.8
19.4,1.5,32.1,25.1,83.1,5.6,4.3
13.9,1.4,32.2,25.2,82.8,1.0,3.4
18.7,1.2,31.8,23.9,81.2,0.1,4.1
15.0,0.9,29.8,23.6,88.9,8.3,3.2
18.1,1.0,30.8,23.8,86.8,10.7,3.8
13.2,0.8,28.4,23.7,86.7,6.8,2.8
23.4,1.1,31.9,23.9,81.0,6.0,4.9
15.2,1.2,31.1,24.2,80.8,1.4,3.5
17.1,1.1,30.8,24.1,83.4,4.8,3.7
18.5,1.1,31.0,24.7,83.7,6.3,4.0
21.7,0.9,32.4,23.9,84.4,0.4,4.5
11.3,1.0,29.9,23.9,89.9,15.0,2.5
17.2,0.9,31.5,24.3,84.8,23.7,3.7
15.5,0.9,31.8,24.6,83.1,9.6,3.5
9.4,0.8,28.4,23.9,86.7,10.7,2.2
12.8,1.0,29.8,23.6,86.3,13.0,2.9
16.9,0.9,30.7,23.9,85.6,20.8,3.6
17.5,0.8,30.9,23.7,86.4,3.1,3.7
19.3,1.1,31.8,24.5,84.7,5.5,4.1
14.7,0.8,31.2,24.7,87.5,0.1,3.2
13.8,0.8,29.8,24.2,86.0,3.9,3.0
11.1,0.7,29.1,23.8,84.6,25.0,2.5
16.9,1.1,31.7,23.7,82.8,7.0,3.7
19.2,1.0,32.1,24.2,84.6,7.8,4.1
8.8,0.6,28.2,23.3,87.8,16.1,2.0
21.4,1.0,31.3,23.5,82.6,6.1,4.4
17.1,1.1,31.4,23.8,83.8,6.7,3.7
15.1,1.0,30.8,24.5,83.6,1.3,3.3
16.5,0.9,31.2,23.8,85.9,15.3,3.5
12.5,0.8,29.8,23.4,84.1,45.6,2.8
19.9,0.8,32.1,24.3,82.1,3.7,4.2
11.3,1.0,28.8,24.0,87.1,16.2,2.5
19.1,0.7,32.4,24.0,82.6,8.3,4.0
21.0,0.8,31.9,24.2,84.3,10.5,4.3
13.1,1.0,30.4,23.3,86.6,24.9,2.9
14.8,0.6,31.5,24.4,85.2,8.3,3.2
16.9,1.3,30.3,24.4,84.4,17.0,3.6
15.5,0.9,31.8,24.2,83.8,3.7,3.4
16.8,0.9,31.2,23.5,84.1,12.9,3.6
9.6,0.5,28.2,23.1,86.6,36.8,2.2
15.1,1.0,30.0,24.8,84.4,4.2,3.3
12.2,0.6,30.8,24.2,86.2,6.8,2.7
20.3,0.7,31.1,23.9,85.7,14.0,4.1
18.7,1.2,32.2,24.1,81.6,1.2,4.1
20.9,1.5,31.8,24.2,80.4,0.4,4.5
22.0,1.5,32.7,24.7,79.6,1.7,4.7
20.4,0.9,32.1,23.8,79.9,1.1,4.3
21.7,1.2,32.8,24.5,78.5,1.8,4.7
21.5,1.3,31.4,24.1,79.3,3.8,4.5
22.3,1.2,31.9,23.9,79.2,1.7,4.6
22.1,2.1,32.2,25.0,76.5,1.9,5.0
18.1,1.8,32.2,22.8,83.0,0.3,4.0
15.5,1.0,29.4,24.3,83.6,19.4,3.3
22.3,1.0,31.9,23.6,78.1,6.0,4.6
22.6,1.0,32.8,23.9,76.8,0.4,4.7
21.5,1.6,32.3,23.8,78.4,0.0,4.6
18.5,1.0,32.1,24.3,78.6,0.0,4.0
20.3,1.2,33.0,24.0,78.8,0.0,4.4
19.9,0.7,32.2,24.7,79.1,2.9,4.2
18.2,1.2,32.2,24.6,81.8,2.5,4.0
16.8,0.8,31.2,24.5,83.9,2.8,3.5
15.7,0.8,31.6,24.8,83.9,14.3,3.4
20.4,1.3,32.4,25.0,78.1,1.8,4.4
23.2,2.3,32.3,25.6,72.6,0.0,5.3
22.4,1.7,32.7,24.2,74.9,0.0,4.9
19.7,1.7,32.2,24.9,78.4,0.9,4.4
10.8,0.8,29.1,25.2,83.5,8.5,2.5
19.2,0.7,32.5,24.7,79.6,14.7,4.0
20.7,1.0,33.1,25.1,75.6,5.5,4.5
8.0,0.5,29.8,24.2,89.0,4.1,1.9
13.8,0.5,31.2,24.4,80.2,5.4,3.0
10.3,1.3,28.7,24.1,83.8,3.4,2.5
20.6,1.7,31.7,23.8,80.4,2.4,4.4
21.0,1.6,32.3,24.4,79.2,2.8,4.5
21.6,0.9,32.7,23.9,80.9,0.1,4.5
11.8,1.0,30.8,23.4,86.6,1.2,2.7
19.3,0.9,31.4,23.6,82.9,4.0,4.0
20.8,0.6,31.4,24.4,78.1,0.1,4.2
20.5,1.3,32.7,23.6,77.2,16.1,4.4
19.7,1.0,32.5,23.9,80.6,1.0,4.2
19.4,0.8,32.2,24.3,81.9,7.4,4.0
18.4,0.7,32.0,24.4,82.8,4.8,3.8
19.3,0.7,31.8,23.5,83.4,3.2,4.0
19.0,1.3,31.2,24.2,81.2,6.4,4.0
18.2,0.7,31.1,21.8,77.8,13.4,3.7
13.4,1.0,31.1,24.0,80.2,3.0,3.1
14.4,0.6,30.9,23.9,83.3,7.3,3.1
13.6,0.6,31.4,24.0,83.1,6.7,3.0
11.7,0.3,31.9,24.8,86.0,10.7,2.6
14.5,0.3,31.7,23.8,82.9,28.7,3.0
15.1,0.6,31.5,24.2,84.6,1.7,3.2
16.6,0.1,32.6,24.0,80.2,8.6,3.4
16.2,0.5,32.4,23.0,81.2,0.0,3.4
15.4,0.1,32.8,24.7,83.8,5.3,3.2
16.0,0.4,31.4,23.8,84.0,7.3,3.3
21.6,0.8,33.2,24.5,72.2,3.0,4.6
22.1,0.5,33.2,23.9,72.9,0.0,4.5
19.1,0.3,33.4,25.7,76.9,0.4,4.0
16.0,1.4,32.5,23.3,82.5,34.6,3.6
16.5,0.7,32.6,23.5,80.8,8.4,3.5
22.8,0.5,33.4,23.8,74.2,8.7,4.6
17.0,0.8,31.7,24.0,78.9,7.7,3.6
15.3,0.1,31.2,23.6,81.0,26.9,3.1
12.4,0.1,29.2,23.4,82.8,30.5,2.6
21.0,0.1,33.5,23.5,73.8,7.8,4.1
19.7,0.1,32.7,24.0,75.3,0.9,3.9
20.5,0.6,33.6,23.6,69.4,0.7,4.3
21.0,0.1,34.2,24.0,72.9,0.0,4.2
22.4,0.3,33.3,24.9,75.2,0.0,4.6
20.9,0.6,33.6,24.2,74.8,4.5,4.4
22.0,0.4,33.9,24.0,76.8,7.3,4.5
21.3,0.1,34.9,24.1,76.2,5.2,4.3
19.1,0.2,33.3,23.6,78.3,11.8,3.9
18.4,1.3,33.4,23.9,75.7,3.5,4.2
21.5,0.9,32.7,25.0,75.8,0.0,4.6
21.5,0.9,34.9,25.0,75.7,4.5,4.7
23.3,0.1,33.9,24.5,74.8,9.5,4.6
23.2,0.4,34.2,24.5,71.9,3.7,4.7
22.6,0.7,34.4,24.5,72.9,0.0,4.8
22.4,0.9,33.9,24.5,74.4,0.0,4.8
19.9,1.2,32.7,23.8,77.6,18.4,4.3
18.8,0.5,32.5,23.6,76.3,5.2,3.9
22.8,0.4,33.5,23.8,76.5,0.0,4.6
20.3,0.9,33.3,25.1,78.1,0.0,4.4
19.0,0.5,32.8,25.0,80.1,1.5,4.0
21.9,1.1,32.2,24.5,76.4,2.8,4.7
20.2,1.6,33.5,25.0,74.7,0.5,4.7
21.0,1.4,33.2,24.6,74.7,0.0,4.7
21.7,1.8,32.8,24.8,77.8,0.0,4.9
22.4,1.6,32.8,26.1,79.8,0.7,4.9
23.1,0.5,32.3,25.0,77.6,2.6,4.7
23.8,0.9,32.4,24.2,74.9,4.6,4.9
23.2,1.8,32.8,23.8,74.2,0.3,5.2
22.2,2.2,33.5,24.4,73.1,2.3,5.3
22.5,1.7,33.6,24.7,72.1,0.0,5.2
24.0,1.1,32.8,24.8,73.8,0.0,5.1
22.4,1.8,33.9,25.5,75.7,0.0,5.2
22.5,1.6,32.6,25.5,73.9,7.9,5.1
23.8,1.3,32.6,25.3,73.9,0.0,5.2
24.8,1.7,34.4,24.8,73.2,0.0,5.6
24.1,1.8,32.7,25.0,72.8,0.0,5.4
23.6,1.8,32.4,24.9,73.6,0.7,5.3
22.4,1.6,32.6,25.3,74.6,0.0,5.0
24.1,1.7,33.2,24.0,73.9,0.0,5.3
20.3,1.5,34.3,24.5,74.2,0.0,4.8
20.0,1.7,33.3,24.5,74.0,0.3,4.7
24.2,1.8,33.3,25.4,73.8,0.5,5.5
23.7,2.1,32.9,25.8,73.8,0.0,5.5
22.0,2.3,33.0,23.4,73.1,0.0,5.2
22.8,2.2,33.1,24.6,75.7,2.8,5.3
24.8,1.8,33.4,24.1,73.0,0.1,5.6
23.8,1.8,33.5,24.6,74.4,0.7,5.4
23.1,1.5,33.7,24.9,74.1,1.6,5.2
24.1,2.2,33.3,25.0,72.4,0.0,5.6
23.6,2.3,33.1,24.7,72.6,0.0,5.5
21.5,1.8,33.7,24.8,73.9,0.0,5.1
23.1,1.5,33.8,24.6,73.4,0.1,5.2
23.3,1.7,33.3,24.3,74.6,2.1,5.3
20.2,1.9,32.5,26.1,72.6,1.9,4.9
23.4,1.9,33.1,24.3,75.2,0.1,5.3
24.6,2.1,33.0,24.3,71.8,0.4,5.6
24.2,2.2,33.4,24.8,72.6,0.0,5.7
21.4,2.1,33.4,24.8,73.6,0.0,5.1
18.9,1.9,33.5,24.3,76.7,0.1,4.6
19.6,1.8,32.8,23.7,75.9,3.1,4.6
23.6,2.4,32.7,24.4,74.2,8.7,5.5
22.2,1.8,33.6,24.5,73.3,0.0,5.2
22.9,1.5,33.8,24.1,75.6,0.0,5.2
18.5,1.3,33.0,24.3,79.9,0.6,4.2
20.5,2.1,32.4,26.1,75.2,7.5,4.9
24.2,2.0,32.9,24.9,73.0,1.7,5.5
24.3,1.8,34.0,25.1,75.2,1.0,5.6
18.8,1.4,33.3,25.3,77.8,0.1,4.4
23.1,2.2,32.7,24.3,77.2,2.1,5.2
22.4,2.5,32.9,25.0,74.3,1.7,5.4
24.1,2.4,33.1,24.4,71.7,0.0,5.7
24.3,2.1,33.2,24.3,73.1,0.0,5.6
24.2,1.9,33.8,24.3,73.7,0.3,5.6
21.4,1.8,33.4,25.3,75.2,5.7,5.0
23.6,2.1,33.3,24.2,74.7,2.5,5.4
22.8,2.4,33.1,25.1,73.6,0.0,5.4
23.7,2.6,33.1,24.2,74.2,0.0,5.6
24.6,1.7,33.1,23.4,73.4,0.0,5.5
25.7,2.0,33.4,24.2,71.8,0.0,5.8
24.8,2.3,33.0,23.8,72.5,0.0,5.7
22.0,1.9,32.9,24.4,72.3,0.0,5.2
22.8,2.2,32.9,25.2,73.0,0.0,5.4
23.3,2.3,32.9,25.1,74.7,0.0,5.4
24.5,2.5,33.4,24.2,73.5,0.1,5.8
24.0,2.1,33.1,24.4,71.0,0.0,5.6
22.5,1.9,33.5,24.7,73.9,0.2,5.3
21.3,1.6,33.6,24.9,75.8,0.0,4.9
22.7,2.2,33.9,24.6,75.3,1.9,5.4
22.2,1.8,34.3,24.5,74.6,4.7,5.2
24.1,2.6,33.4,26.0,71.9,1.9,5.9
24.2,2.3,33.2,25.1,71.4,0.0,5.7
24.5,2.4,33.0,24.2,72.2,0.0,5.7
24.9,2.3,33.4,24.4,70.8,0.0,5.8
24.1,2.2,33.4,24.7,72.6,0.0,5.6
23.9,2.0,33.4,25.1,73.2,0.0,5.6
21.0,2.4,32.9,24.5,75.4,0.4,5.1
24.0,2.2,32.8,24.7,74.8,0.4,5.5
22.3,2.6,32.6,24.8,71.3,0.1,5.5
23.3,2.4,33.2,24.3,74.2,0.0,5.5
24.5,2.0,33.1,23.9,72.5,0.0,5.6
24.1,2.0,34.1,23.8,73.0,0.0,5.6
22.0,1.8,34.8,25.2,72.9,0.0,5.3
20.7,2.0,33.6,25.5,74.8,0.2,5.0
19.3,2.3,33.0,25.5,77.6,0.0,4.7
22.3,2.3,33.0,24.2,76.8,0.0,5.2
22.9,2.1,33.4,24.9,76.9,0.0,5.3
24.4,1.8,34.0,23.8,75.6,0.0,5.5
23.5,2.1,33.7,24.6,74.0,0.0,5.5
19.8,1.7,34.4,24.5,76.7,0.0,4.7
20.2,1.5,33.1,23.3,77.2,3.2,4.6
23.2,2.0,33.3,24.0,75.0,0.8,5.3
19.8,2.1,33.4,25.3,74.3,0.0,4.9
22.9,2.2,33.0,24.6,74.6,0.0,5.3
24.0,2.3,33.5,24.4,73.6,0.0,5.6
24.3,2.0,34.1,24.5,72.1,0.0,5.7
20.6,1.2,33.9,24.5,74.9,0.0,4.7
20.6,1.6,33.4,24.6,74.5,1.9,4.8
23.8,2.0,34.2,24.9,72.6,0.0,5.6
21.8,2.1,33.1,25.5,71.9,0.0,5.3
23.4,2.2,33.2,24.3,71.6,0.0,5.5
23.6,2.2,33.2,24.6,71.9,0.0,5.5
25.4,1.9,34.1,23.7,70.4,0.0,5.8
24.6,2.5,33.2,24.5,71.9,0.0,5.8
22.1,2.2,32.8,25.5,73.1,0.0,5.3
22.0,2.3,33.0,25.0,72.6,1.0,5.3
23.2,2.2,32.8,23.8,71.1,0.0,5.4
23.5,1.8,33.2,23.6,71.5,0.0,5.4
20.4,1.5,32.6,23.5,73.1,0.0,4.6
23.6,1.8,33.1,24.2,72.4,0.0,5.3
23.9,2.1,33.3,23.7,71.1,0.0,5.5
22.1,1.8,33.8,23.8,72.1,0.0,5.2
20.7,2.0,33.1,25.4,73.8,0.3,5.0
22.3,2.5,33.3,25.3,71.8,0.0,5.5
22.0,2.1,33.6,24.6,74.1,0.0,5.2
