Rs,u2,Tmax,Tmin,RH,pr,ETo
8.3,0.7,30.0,22.1,86.0,12.4,2.1
11.1,1.7,30.8,23.3,83.2,2.2,2.9
13.6,0.7,30.4,23.7,89.0,14.7,3.0
10.4,0.0,29.2,22.4,90.1,7.9,2.3
16.7,0.8,31.8,22.6,85.6,13.6,3.6
18.6,1.0,32.2,24.1,84.9,12.8,4.0
11.4,1.5,30.9,23.9,91.0,13.9,2.6
10.2,0.1,32.6,21.3,90.2,27.3,2.3
13.5,0.7,31.4,23.5,85.0,22.5,3.0
10.2,1.0,31.0,24.0,86.0,11.7,2.5
10.2,1.0,30.6,24.2,83.9,9.7,2.5
15.7,2.1,32.4,24.2,83.8,3.5,3.8
9.6,1.4,28.4,24.4,89.4,6.4,2.3
8.4,0.4,30.0,23.3,91.5,15.6,2.0
10.9,0.8,28.0,23.2,88.6,29.8,2.4
10.5,0.6,30.6,23.1,87.8,17.1,2.4
8.8,0.4,29.2,22.5,88.5,53.9,2.0
11.7,0.6,31.9,23.3,84.8,4.8,2.7
14.1,0.5,33.3,24.1,84.8,1.6,3.2
10.2,0.4,31.2,23.3,85.0,19.6,2.4
10.9,0.7,31.9,24.5,86.5,5.6,2.6
10.3,0.5,30.3,23.9,89.9,21.2,2.4
13.8,0.6,33.5,24.1,82.8,8.8,3.2
12.0,1.4,32.0,24.1,86.8,3.6,2.9
17.4,1.3,31.4,23.3,85.6,22.2,3.8
14.8,0.7,32.5,24.7,84.7,3.9,3.3
14.3,0.9,32.5,23.8,88.9,1.5,3.2
20.9,0.7,32.2,23.2,82.7,21.1,4.4
15.6,1.0,31.5,24.5,86.1,0.4,3.5
17.8,1.2,32.8,23.5,82.8,0.0,4.0
23.5,1.1,32.6,23.4,74.9,0.0,5.0
18.9,1.7,32.6,23.7,75.0,0.0,4.5
13.3,1.8,32.5,22.8,80.5,0.0,3.4
13.3,1.2,29.0,23.9,85.9,10.9,3.0
17.0,0.8,32.3,24.1,81.4,15.1,3.8
10.0,0.7,30.5,23.2,89.4,1.3,2.3
15.9,0.5,31.8,23.8,86.1,12.3,3.4
9.3,0.1,28.9,23.9,92.4,11.0,2.1
12.3,0.5,30.0,23.9,88.2,32.8,2.7
10.8,1.0,29.4,23.5,92.3,19.2,2.4
15.5,0.5,31.2,23.5,87.6,40.5,3.3
12.5,0.3,31.0,24.1,88.4,20.7,2.7
13.0,0.3,31.5,23.7,87.1,26.2,2.8
17.9,0.9,31.6,23.5,84.9,7.6,3.8
14.9,0.9,31.4,24.5,86.6,19.4,3.3
15.3,1.0,30.4,24.1,85.9,12.3,3.3
10.2,0.1,29.0,24.1,88.0,55.6,2.3
15.2,0.6,31.2,23.2,83.7,8.9,3.3
19.1,0.4,33.3,24.2,82.4,8.0,4.1
16.6,0.4,32.8,24.7,87.9,11.2,3.6
17.1,1.3,32.2,24.5,86.1,18.8,3.8
15.8,1.1,32.8,24.7,86.2,14.6,3.6
10.4,0.6,29.0,24.7,86.8,22.7,2.4
12.1,0.2,28.6,24.0,87.3,10.3,2.6
10.8,0.8,28.6,24.5,89.9,19.5,2.4
12.1,1.3,30.0,24.1,85.9,19.6,2.8
11.4,0.7,29.0,24.1,89.2,25.6,2.5
11.3,0.6,29.4,23.5,87.1,12.5,2.5
17.4,0.8,31.0,23.2,84.6,12.9,3.6
13.4,0.7,31.5,23.5,87.2,8.8,3.0
9.0,0.8,28.2,23.2,89.9,25.8,2.1
19.7,1.0,31.4,23.0,84.4,7.3,4.1
14.7,0.7,30.2,24.1,83.9,7.2,3.2
16.6,1.0,32.0,24.1,85.8,17.0,3.6
16.9,0.2,32.2,24.4,87.2,35.8,3.6
17.1,1.6,31.0,24.8,85.4,13.3,3.7
17.6,0.3,31.6,24.0,81.6,6.2,3.6
19.7,1.7,32.3,24.5,80.8,15.6,4.4
20.8,0.7,32.9,23.8,79.2,10.9,4.4
22.8,2.1,32.9,24.8,77.4,5.5,5.1
19.1,2.0,32.2,24.8,81.2,6.7,4.3
21.0,1.3,32.8,24.2,82.5,10.2,4.5
12.1,0.7,30.4,25.1,83.8,20.2,2.7
19.8,0.2,32.6,24.4,80.0,14.7,4.0
17.9,0.8,32.7,25.9,81.0,9.4,3.9
13.1,0.4,30.8,24.8,84.4,29.1,2.8
9.5,0.8,28.2,23.8,89.2,31.4,2.1
15.8,0.2,32.0,23.5,87.5,18.4,3.3
21.3,0.8,33.5,24.0,81.3,7.2,4.5
20.7,1.5,32.2,25.3,79.7,9.4,4.5
17.8,1.7,33.2,25.1,80.8,15.2,4.2
17.8,1.1,31.6,25.2,81.5,2.0,3.9
9.9,0.2,29.8,25.1,85.6,27.3,2.2
15.7,1.0,31.6,24.1,83.1,9.6,3.4
12.2,0.4,30.4,23.5,85.9,20.5,2.6
18.5,1.2,32.3,24.7,83.6,5.0,4.0
21.5,0.9,33.3,24.5,77.9,3.0,4.6
21.3,1.6,34.8,24.9,76.6,0.0,4.9
20.6,0.7,33.6,25.5,78.4,1.2,4.4
17.2,1.7,31.7,25.1,79.3,7.9,4.0
19.2,1.1,33.2,24.8,80.0,1.7,4.2
20.4,0.9,32.8,24.9,78.9,4.3,4.3
18.2,1.2,32.2,25.1,81.3,5.3,4.0
15.7,0.5,30.6,24.9,84.7,13.7,3.3
13.3,0.2,30.6,24.8,83.8,10.8,2.8
18.7,0.4,33.3,24.1,80.6,4.0,3.9
14.8,1.3,31.2,25.5,82.6,4.8,3.4
16.8,0.2,32.3,23.4,83.2,13.4,3.5
15.6,0.2,31.1,24.2,83.3,10.1,3.2
14.4,0.7,31.4,24.5,86.2,7.2,3.1
17.1,0.9,31.8,24.9,83.8,0.7,3.7
14.5,1.3,30.6,24.9,83.0,6.5,3.3
16.8,1.2,31.8,24.5,83.3,6.4,3.7
19.7,2.0,33.5,24.8,79.9,2.0,4.5
16.4,1.0,34.1,24.5,77.4,2.0,3.8
16.1,1.7,33.2,25.3,76.3,0.7,4.0
20.9,1.3,33.3,24.5,79.8,0.5,4.5
15.0,0.2,34.9,24.8,78.4,3.7,3.3
16.6,1.5,33.2,24.0,81.1,5.1,3.8
16.0,0.7,33.0,24.0,80.4,13.7,3.5
21.0,1.9,33.1,24.9,77.7,17.6,4.8
20.0,1.0,33.5,24.9,79.8,1.4,4.3
21.9,0.7,34.4,24.7,78.8,5.6,4.7
19.6,1.6,32.2,24.8,76.9,5.5,4.4
18.2,1.6,32.5,23.8,82.9,10.7,4.0
20.5,1.0,32.3,23.5,81.5,12.2,4.3
20.1,0.7,33.2,23.8,80.3,3.2,4.2
18.5,1.4,31.9,24.1,78.2,7.9,4.1
19.1,1.7,32.2,24.7,80.4,5.8,4.2
20.3,0.9,34.5,25.6,81.2,4.1,4.5
18.3,1.1,32.3,24.5,81.4,17.1,4.0
14.0,1.7,29.8,24.5,84.0,9.4,3.2
20.1,0.9,32.2,23.6,78.1,9.0,4.2
21.0,0.7,33.3,23.2,77.7,10.2,4.3
20.2,1.4,33.1,23.2,79.9,2.2,4.4
17.9,1.1,32.8,23.5,81.7,0.6,3.9
17.6,0.2,32.5,22.8,80.9,25.0,3.5
21.6,1.4,33.3,24.8,76.6,1.5,4.8
21.4,2.3,32.6,25.1,75.8,2.4,4.9
22.0,2.6,32.7,25.9,73.6,0.0,5.3
21.7,1.6,33.1,25.7,75.1,0.0,4.9
22.9,2.6,32.9,26.5,73.9,0.0,5.4
22.1,2.2,32.9,25.9,75.1,0.0,5.1
18.6,1.4,34.5,25.3,77.6,1.0,4.4
20.5,0.2,33.8,24.1,79.6,1.9,4.2
17.0,0.8,33.3,24.5,78.4,7.5,3.8
14.4,1.4,31.9,23.5,80.5,5.5,3.4
14.4,1.7,32.2,24.5,80.7,6.5,3.5
20.2,1.3,33.8,24.2,78.6,5.1,4.5
17.8,1.7,32.6,25.9,77.0,1.3,4.2
23.0,1.7,33.2,24.2,77.8,0.5,5.0
19.9,1.9,33.9,25.1,77.1,0.0,4.7
21.0,0.9,32.9,25.1,77.8,0.3,4.5
17.6,2.4,33.2,24.7,78.3,1.3,4.3
19.0,1.1,32.9,23.8,80.3,7.1,4.1
21.8,1.4,33.5,23.9,77.5,1.4,4.8
22.8,2.1,33.4,24.0,75.2,3.6,5.2
21.8,1.3,32.9,24.8,81.4,0.4,4.7
18.6,1.5,32.2,24.5,78.8,1.7,4.2
15.8,2.0,33.2,25.2,78.3,0.4,4.0
18.2,0.2,34.2,24.9,80.4,5.6,3.9
20.0,1.6,33.2,23.4,74.4,7.4,4.6
20.1,1.7,33.2,24.2,77.1,2.0,4.6
17.5,1.4,31.6,24.5,80.3,6.4,3.9
22.9,2.1,31.7,24.8,78.2,5.8,5.0
23.3,1.9,32.5,24.0,75.5,0.5,5.1
22.3,1.9,31.9,23.9,77.1,1.4,4.9
23.1,2.2,32.1,24.8,75.8,0.5,5.2
22.7,2.1,32.1,24.3,74.8,0.4,5.1
23.3,1.8,32.6,23.1,76.9,0.9,5.0
22.5,1.2,32.8,24.4,77.8,3.3,4.8
22.9,1.9,32.5,24.9,78.3,0.1,5.0
22.2,1.3,32.4,24.0,78.8,5.6,4.7
23.5,1.4,32.2,24.1,76.7,2.6,5.0
23.7,1.9,32.9,26.4,73.9,0.0,5.4
23.2,1.5,32.9,25.0,78.2,0.0,5.1
19.4,1.5,33.3,25.2,80.4,5.9,4.4
20.1,1.1,33.2,25.3,79.1,0.6,4.5
22.2,1.3,33.2,25.2,78.3,0.4,4.9
23.0,1.6,32.9,24.8,76.6,0.0,5.1
24.6,2.1,33.0,25.0,74.2,0.3,5.6
24.3,1.9,32.1,23.6,73.8,0.0,5.3
23.3,1.4,32.4,22.9,73.2,0.0,5.0
23.4,1.7,33.7,24.7,75.3,0.0,5.3
23.4,2.5,33.1,25.1,75.2,0.1,5.5
23.5,2.7,32.6,24.6,72.4,0.2,5.6
23.8,2.0,32.9,23.9,72.5,0.0,5.4
23.6,1.9,33.1,25.2,72.9,0.0,5.4
23.4,2.3,32.8,24.8,75.1,0.0,5.4
24.2,2.4,32.4,24.5,74.6,0.1,5.5
24.6,2.2,33.3,24.3,73.0,0.0,5.7
24.5,1.1,33.8,23.4,74.4,0.0,5.3
23.3,1.5,34.2,23.8,73.4,0.0,5.2
22.8,1.6,33.6,25.3,74.7,1.4,5.2
22.7,1.9,33.7,25.4,74.5,2.2,5.3
23.9,2.3,33.3,25.7,73.2,0.0,5.6
24.2,2.4,33.2,24.3,71.6,0.1,5.7
22.8,2.1,33.1,24.2,72.7,0.0,5.4
24.1,1.8,33.4,23.5,72.2,0.0,5.5
24.7,2.7,32.2,24.6,70.3,0.0,5.8
23.0,2.4,32.4,24.2,70.8,0.0,5.5
23.8,2.1,32.5,22.8,73.1,0.0,5.4
23.5,1.1,33.8,23.7,73.2,0.0,5.1
23.5,1.8,33.8,25.0,73.4,0.0,5.5
22.6,2.1,33.7,24.9,73.6,0.0,5.4
24.0,2.3,33.8,24.6,71.5,0.0,5.7
23.6,1.9,33.2,24.9,71.9,0.0,5.5
24.3,1.9,33.6,24.7,70.8,0.0,5.7
24.5,2.0,33.6,24.6,71.6,0.0,5.7
25.2,2.2,33.1,23.8,69.9,0.0,5.8
24.1,2.0,33.4,23.8,70.4,0.0,5.6
24.3,2.5,32.7,24.0,70.9,0.0,5.7
24.3,2.1,33.1,24.4,70.9,0.3,5.6
24.0,1.6,33.2,24.0,72.9,0.0,5.4
23.3,2.1,32.8,24.9,72.6,0.0,5.4
23.9,2.7,33.2,24.6,72.1,0.0,5.8
23.4,2.1,33.9,23.7,73.2,0.0,5.5
24.4,2.3,33.9,24.4,71.8,0.0,5.8
23.8,2.3,33.4,24.7,73.5,0.0,5.6
24.1,2.0,33.1,24.8,70.7,0.0,5.6
23.8,1.8,33.3,24.0,70.6,0.0,5.5
22.5,2.3,33.1,24.2,71.1,0.0,5.4
22.8,2.5,33.2,24.6,69.8,0.0,5.7
24.2,2.2,33.5,24.2,71.2,0.0,5.7
24.6,2.1,33.8,24.3,70.6,0.0,5.8
23.9,2.2,33.8,24.6,72.4,0.0,5.7
24.8,2.2,34.0,25.3,69.9,0.0,5.9
24.0,2.0,33.8,24.3,70.4,0.0,5.7
22.3,2.0,34.1,25.2,72.7,0.0,5.4
23.5,2.3,33.6,25.3,71.6,0.0,5.7
24.1,2.3,32.9,24.5,71.1,0.7,5.7
24.6,2.5,33.2,24.3,69.6,0.0,5.9
23.0,2.3,32.8,24.3,72.2,0.0,5.4
23.9,2.6,33.0,24.2,71.2,0.0,5.7
24.5,2.3,33.1,23.3,72.6,0.0,5.6
23.7,1.7,33.0,24.0,73.5,0.0,5.3
23.7,2.6,33.2,24.7,71.6,0.0,5.7
23.5,1.9,33.4,24.0,71.0,0.0,5.5
23.4,2.1,33.6,24.0,72.3,0.0,5.5
23.6,2.0,33.4,24.2,72.5,0.0,5.5
25.2,1.6,34.0,24.1,67.9,0.0,5.7
24.1,1.9,34.0,24.5,68.8,0.0,5.7
23.8,2.4,33.7,24.8,70.0,0.0,5.8
24.5,2.4,34.3,24.8,69.9,0.0,6.0
24.1,2.6,33.9,25.5,70.1,0.0,5.9
24.2,2.5,33.9,26.2,69.4,0.0,6.0
25.0,2.3,34.2,24.1,69.4,0.0,6.0
24.2,2.1,33.5,23.5,69.8,0.0,5.7
23.8,2.3,33.6,23.8,70.8,0.0,5.7
24.9,2.1,33.8,23.6,68.6,0.0,5.8
24.0,1.9,35.0,24.4,70.7,0.0,5.7
22.3,2.1,33.6,25.8,72.2,0.0,5.4
23.9,2.2,33.6,25.0,71.2,0.0,5.7
24.8,2.3,33.6,24.8,70.8,0.0,5.8
24.6,2.2,33.5,24.5,69.1,0.0,5.8
21.8,2.5,33.0,24.7,70.0,0.0,5.4
20.6,2.5,32.7,24.0,69.6,0.0,5.2
24.7,2.0,33.5,23.2,72.0,0.0,5.6
22.9,1.6,33.5,24.2,71.3,0.0,5.2
24.2,2.3,34.1,24.8,72.4,0.0,5.7
24.1,2.2,33.6,24.5,70.4,0.0,5.7
23.9,2.9,33.8,24.5,69.1,0.0,6.0
24.5,2.1,33.7,23.8,69.9,0.0,5.7
24.0,1.8,34.2,23.8,71.2,0.0,5.5
21.5,2.2,34.3,25.4,73.2,0.0,5.3
22.8,2.3,33.7,25.6,72.6,0.2,5.5
24.8,2.3,33.6,24.1,69.4,0.0,5.9
24.3,2.3,34.0,24.0,71.2,0.0,5.7
23.4,2.4,34.4,24.8,71.9,0.3,5.7
20.7,2.1,33.3,25.1,72.1,0.0,5.1
21.4,2.1,33.7,25.2,69.9,0.0,5.3
18.1,1.9,32.8,24.1,71.1,0.0,4.5
24.0,2.3,34.3,24.5,70.8,0.0,5.8
24.9,2.2,34.0,24.2,69.7,0.0,5.9
24.0,2.2,34.3,24.1,72.2,0.0,5.6
21.9,2.2,33.8,25.2,72.7,0.0,5.3
22.3,2.4,33.9,25.4,71.1,0.0,5.5
22.8,2.3,33.8,25.3,71.6,0.0,5.5
23.3,2.5,33.5,24.3,69.2,0.0,5.7
23.5,2.1,33.9,24.0,69.3,0.0,5.6
23.2,2.3,33.8,24.3,70.2,0.0,5.6
23.6,2.5,33.8,24.3,71.2,0.0,5.7
21.7,2.7,34.1,24.8,72.8,0.2,5.5
18.6,2.3,33.6,25.8,74.1,0.0,4.8
21.2,2.1,33.9,25.6,72.7,0.0,5.2
20.4,2.2,33.9,25.4,71.9,2.1,5.1
21.4,2.2,33.7,25.2,72.5,0.0,5.2
21.1,2.0,33.4,24.3,72.3,0.0,5.1
22.4,2.0,33.5,24.8,72.3,0.0,5.3
23.1,2.4,33.5,23.5,69.0,0.0,5.6
17.1,2.3,33.7,23.9,74.1,0.3,4.5
18.0,1.9,33.3,25.3,74.2,0.0,4.5
14.3,1.5,31.8,25.6,78.2,0.2,3.5
21.2,1.7,32.9,24.0,73.5,0.1,4.9
23.5,2.2,33.9,23.9,73.2,0.1,5.5
23.2,2.1,34.1,24.4,72.2,0.0,5.5
21.3,2.3,33.4,25.4,73.8,0.0,5.2
18.1,2.1,33.2,24.9,76.1,0.0,4.5
23.6,2.5,33.5,24.7,74.8,1.9,5.5
17.7,2.2,32.5,24.7,78.5,3.2,4.3
23.2,1.9,34.0,24.6,75.2,3.2,5.3
22.4,1.9,33.6,24.6,74.8,0.0,5.2
16.0,2.1,33.6,24.8,77.1,0.8,4.1
21.6,2.3,33.2,24.6,75.4,0.8,5.1
23.0,2.2,33.6,23.8,73.2,0.6,5.4
22.8,2.1,33.1,24.7,72.4,3.1,5.3
22.1,1.8,33.2,23.9,74.1,3.2,5.0
23.2,2.4,33.4,24.6,73.2,5.1,5.5
19.5,2.0,32.5,24.7,75.9,4.7,4.6
17.4,2.1,32.0,25.0,76.4,6.5,4.3
14.0,2.0,32.1,24.3,78.1,4.2,3.6
23.1,2.0,33.4,23.0,76.2,6.7,5.2
21.1,2.1,33.8,24.9,76.5,2.1,5.0
20.0,1.8,33.4,25.3,76.5,4.8,4.7
17.2,2.1,32.3,24.9,77.8,3.3,4.2
21.6,1.7,32.4,24.9,76.4,2.5,4.8
18.6,2.0,32.4,23.5,77.5,5.4,4.4
22.0,2.4,33.4,24.1,77.0,3.5,5.1
13.9,1.9,32.3,25.2,76.9,0.9,3.7
12.9,1.7,32.9,24.7,76.5,3.2,3.5
20.1,2.5,32.3,24.0,74.3,4.5,4.9
19.5,1.8,33.2,22.6,74.4,6.3,4.6
13.9,1.2,32.6,24.3,79.4,3.8,3.4
11.4,1.6,27.8,24.7,86.0,2.1,2.7
12.9,1.1,31.3,23.8,80.7,9.8,3.1
15.3,1.1,32.2,23.5,78.2,3.5,3.5
16.6,1.5,33.0,25.2,79.3,3.2,4.0
16.7,1.4,33.0,24.9,79.8,3.8,3.9
20.5,1.6,33.3,24.4,76.4,3.9,4.7
20.6,1.5,33.2,25.3,75.4,0.1,4.7
14.8,1.6,31.6,25.4,76.7,2.1,3.7
13.5,1.3,30.9,24.4,77.6,4.1,3.3
11.5,1.6,30.8,23.6,79.8,4.6,3.0
18.3,1.8,32.5,23.7,76.7,8.3,4.3
15.4,1.5,32.2,24.4,75.8,7.2,3.8
15.8,1.2,32.6,24.5,76.7,3.7,3.8
21.0,1.5,33.1,24.5,76.9,3.7,4.7
13.5,2.0,30.9,25.6,85.1,6.8,3.2
16.9,1.8,32.4,24.9,80.8,7.6,4.0
13.4,1.3,32.3,24.0,81.1,5.1,3.3
14.2,1.0,32.6,23.4,82.2,1.6,3.3
16.3,1.4,31.8,22.6,83.6,1.7,3.7
9.2,0.9,27.2,23.1,87.9,8.0,2.1
12.5,1.0,29.7,22.7,86.5,28.9,2.8
10.8,0.9,27.9,23.5,87.8,32.1,2.4
13.3,1.3,30.3,23.5,84.7,24.0,3.0
13.2,1.1,30.5,22.7,86.4,15.2,3.0
8.4,1.1,27.9,23.3,90.1,18.2,2.0
16.7,1.2,30.7,23.2,86.1,27.3,3.6
19.9,1.1,31.8,24.0,84.4,2.5,4.2
21.7,1.3,32.3,24.8,80.1,2.4,4.7
23.4,1.6,32.4,25.1,81.2,7.1,5.0
24.2,2.0,32.4,25.1,78.6,7.2,5.3
17.7,1.4,31.3,25.1,82.1,5.8,4.0
13.8,0.7,30.8,22.7,85.4,22.0,3.0
17.5,0.9,31.7,23.4,84.3,13.9,3.8
19.0,1.0,31.9,22.8,83.5,11.1,4.0
14.9,1.0,31.3,23.8,85.2,24.2,3.3
19.8,1.3,31.8,24.8,81.6,8.2,4.3
15.2,1.1,31.8,25.0,85.4,6.2,3.4
23.3,1.5,32.4,25.2,81.1,8.6,5.0
18.6,1.3,32.7,22.5,81.7,15.5,4.1
22.4,1.3,32.9,24.1,82.0,4.3,4.8
12.8,0.8,29.3,23.8,84.8,26.3,2.9
20.6,1.2,32.5,24.2,83.7,11.3,4.4
22.2,1.3,31.7,24.7,81.3,5.7,4.7
16.7,1.8,31.5,25.5,83.7,3.6,3.9
10.1,1.6,28.8,24.8,85.6,8.4,2.5
11.2,1.0,29.6,24.3,87.9,30.4,2.6
9.7,1.0,28.6,24.3,90.6,10.4,2.2
15.9,0.7,30.9,24.1,86.2,13.9,3.4
15.5,1.2,31.8,23.9,84.4,6.5,3.5
17.9,1.0,32.0,25.0,83.8,4.8,3.9
16.8,1.1,31.1,24.3,84.8,7.2,3.7
14.7,0.9,33.0,25.6,84.1,9.9,3.4
16.0,0.8,31.8,22.8,83.9,12.4,3.5
21.8,1.4,32.9,24.6,79.6,3.8,4.8
21.7,1.2,32.6,24.5,81.1,1.3,4.7
18.9,0.7,32.4,25.1,84.0,1.1,4.1
8.9,0.6,29.7,23.7,91.1,12.2,2.1
12.3,0.7,30.8,24.2,89.2,17.7,2.8
18.9,0.8,33.6,24.0,85.4,8.4,4.1
7.7,0.5,27.0,23.2,92.1,48.9,1.8
13.5,1.3,30.7,23.4,88.1,31.8,3.0
18.7,0.8,32.2,24.5,82.2,17.7,4.1
16.1,1.2,30.2,24.5,81.4,13.9,3.6
23.5,1.1,32.7,24.5,80.8,8.5,5.0
13.1,0.2,30.7,25.4,84.5,3.9,2.9
8.9,0.7,28.4,24.5,89.8,9.4,2.1
15.4,0.8,31.1,23.8,86.4,10.4,3.3
13.8,1.1,31.2,25.2,86.2,13.6,3.2
10.8,0.8,29.4,25.7,86.7,11.2,2.5
14.1,0.6,29.4,24.8,83.6,18.5,3.1
25.2,1.2,32.5,24.1,82.2,9.5,5.2
14.0,1.1,30.7,24.6,85.2,13.8,3.2
13.8,1.2,29.0,24.6,86.9,13.4,3.0
9.3,1.1,27.6,24.6,87.1,16.0,2.2
18.8,1.0,30.8,23.7,83.2,21.0,4.0
16.1,1.2,30.8,24.6,86.0,14.4,3.5
10.0,0.7,28.3,25.0,89.2,12.2,2.3
8.6,0.8,27.5,23.6,91.2,40.9,2.0
11.9,1.4,29.5,23.8,87.4,15.6,2.7
24.5,0.7,32.7,24.2,82.9,13.9,5.1
19.0,1.3,32.8,25.3,85.9,9.2,4.2
9.0,1.0,29.7,24.7,88.2,12.9,2.2
14.3,1.0,31.8,24.6,86.2,13.9,3.2
9.7,0.5,27.3,23.6,88.1,19.2,2.2
23.1,0.9,31.5,23.3,83.4,26.8,4.7
17.1,1.4,30.7,24.1,83.7,18.2,3.8
19.4,1.1,32.4,24.8,83.7,13.0,4.2
18.2,1.0,33.0,25.0,82.7,1.1,4.1
19.9,1.5,32.6,25.4,80.4,1.0,4.5
14.9,0.7,30.4,25.5,85.4,1.4,3.3
17.1,0.9,31.3,24.4,88.2,24.4,3.7
11.9,0.9,31.8,24.7,88.2,11.2,2.8
10.9,0.4,27.9,25.0,89.6,19.9,2.4
11.4,0.6,28.9,23.5,87.1,39.7,2.5
14.5,0.4,33.4,23.5,85.2,3.3,3.2
14.4,0.7,32.2,24.6,84.4,9.2,3.2
19.0,0.9,32.8,26.3,82.9,6.2,4.2
11.3,0.7,30.4,26.1,83.0,5.7,2.7
14.8,0.3,30.4,24.5,87.2,34.7,3.1
10.6,0.5,30.2,24.7,87.6,17.6,2.4
20.6,0.6,32.6,25.4,84.2,8.4,4.4
11.2,0.8,30.6,25.1,89.1,15.1,2.6
14.6,0.6,31.2,25.2,86.0,27.8,3.2
16.9,2.2,31.9,24.9,82.9,13.8,3.9
12.6,0.3,28.4,24.5,83.4,7.2,2.7
14.7,0.5,30.3,24.2,83.6,6.4,3.2
13.5,0.5,30.3,24.5,83.8,19.9,2.9
18.4,1.3,31.9,25.1,81.2,9.8,4.1
21.7,1.6,32.2,24.3,79.4,10.9,4.7
11.7,1.3,30.7,25.7,82.2,6.0,2.9
18.1,0.2,33.2,25.3,82.9,7.8,3.9
20.1,0.8,31.9,25.8,80.9,3.8,4.3
19.1,0.4,32.3,25.3,81.6,2.6,4.0
23.1,1.1,33.4,25.1,80.1,1.3,5.0
10.5,1.1,29.2,23.9,86.8,6.9,2.5
19.2,1.0,32.8,23.8,82.4,28.8,4.1
22.0,0.7,32.8,24.7,77.8,3.9,4.6
21.8,1.7,32.9,25.2,78.2,2.8,4.9
14.9,0.1,32.3,25.3,87.4,5.7,3.2
19.2,0.9,32.3,25.1,82.9,6.5,4.1
14.4,0.2,30.4,25.1,86.8,12.1,3.0
14.6,0.7,30.4,25.5,85.1,10.8,3.2
15.5,0.6,31.7,24.8,85.4,10.9,3.4
21.0,1.0,32.3,24.7,81.3,13.8,4.4
18.8,1.2,32.3,25.3,80.1,1.9,4.2
20.2,0.8,32.5,25.3,82.2,0.9,4.3
20.0,0.6,32.8,25.0,83.2,4.4,4.2
21.3,0.9,32.2,24.7,81.7,8.6,4.5
20.5,0.3,32.3,24.9,81.3,1.2,4.2
21.7,0.6,33.3,24.8,77.8,5.0,4.5
17.6,1.9,32.1,25.7,79.1,2.1,4.1
19.8,1.7,31.7,26.7,81.2,14.0,4.4
21.0,1.0,32.6,25.3,79.1,7.1,4.5
20.6,0.5,32.6,25.6,82.2,1.2,4.3
19.0,1.3,32.4,25.7,79.4,10.6,4.2
19.3,0.8,33.3,25.3,80.1,5.5,4.2
19.6,0.8,33.5,25.7,82.1,2.5,4.2
17.7,0.6,32.8,25.9,81.6,1.3,3.8
16.6,0.6,32.2,25.5,80.9,6.2,3.6
15.6,1.3,32.3,25.5,81.9,4.7,3.6
11.9,1.4,30.9,26.0,82.8,2.3,2.9
12.8,0.6,30.2,25.5,85.9,10.6,2.8
19.3,0.7,32.7,25.3,79.9,12.4,4.1
19.1,0.6,32.1,24.9,80.1,5.3,4.0
21.9,0.6,33.8,24.9,79.1,3.7,4.6
17.9,0.7,33.5,25.3,84.2,1.3,3.9
16.0,1.3,31.9,25.3,83.2,9.4,3.6
16.9,0.9,31.6,24.7,79.2,11.8,3.7
21.9,1.3,32.7,24.0,79.5,2.5,4.6
22.5,0.9,33.3,24.5,78.4,0.0,4.7
20.8,1.1,33.3,23.8,77.0,1.7,4.5
17.2,1.2,32.7,23.9,80.0,0.2,3.8
22.5,0.8,32.6,23.2,78.1,1.4,4.5
22.2,1.2,33.1,23.9,74.9,0.0,4.7
16.6,0.8,31.8,24.2,78.4,0.0,3.6
19.7,1.2,31.4,24.7,79.2,0.0,4.2
21.0,0.9,32.8,24.1,80.8,3.4,4.4
21.2,0.8,33.2,24.3,75.4,3.4,4.4
18.2,0.8,31.3,22.1,80.9,30.9,3.7
21.5,0.8,31.7,23.3,78.7,10.0,4.3
19.7,1.1,31.8,23.9,76.9,0.2,4.2
20.9,1.1,31.8,23.9,81.3,5.2,4.3
15.7,1.3,31.5,23.9,84.6,7.2,3.4
16.0,1.1,31.3,22.9,82.8,16.5,3.4
17.3,1.6,31.5,22.9,84.6,8.7,3.7
18.9,1.0,30.8,22.7,81.7,10.4,3.9
17.2,1.0,31.5,24.2,80.9,4.2,3.7
22.5,1.0,32.4,24.0,79.2,3.8,4.6
20.3,0.9,32.2,24.2,79.6,5.8,4.2
21.2,1.3,32.3,24.5,76.8,10.6,4.6
19.1,0.8,32.5,24.4,79.3,7.7,4.1
20.3,0.8,32.2,24.0,78.4,5.4,4.2
18.4,1.2,31.7,24.3,81.4,4.8,3.9
19.2,0.7,32.0,22.7,81.7,14.7,3.9
17.7,1.2,31.8,22.9,84.8,9.6,3.7
19.1,0.8,31.1,23.7,82.6,13.8,3.9
14.5,0.9,30.5,24.0,85.6,6.0,3.1
20.6,1.1,31.9,23.8,81.1,9.7,4.3
19.4,0.9,31.6,23.5,82.4,8.6,4.0
22.5,1.2,32.2,24.1,77.8,8.1,4.7
22.5,1.9,32.2,24.4,77.3,2.4,4.9
17.8,0.9,30.8,24.7,79.6,4.5,3.8
20.8,1.0,32.5,24.7,79.0,1.9,4.4
21.5,1.3,32.1,24.0,77.6,1.8,4.5
22.5,1.9,31.8,25.3,77.6,0.3,4.9
23.0,1.6,32.2,24.0,77.1,0.8,4.9
